time	V(highside)	V(highside)-V(out)	V(lowside)	V(out)
2.000002790716875e-03	5.836732e-09	1.591574e-09	1.200000e+01	4.245158e-09
2.000002790716912e-03	4.927978e-09	1.847976e-09	1.200000e+01	3.080003e-09
2.000002790716922e-03	3.819431e-09	2.161011e-09	1.200000e+01	1.658421e-09
2.000002790716932e-03	2.941692e-09	2.407849e-09	1.200000e+01	5.338439e-10
2.000002790716952e-03	3.451413e-09	2.261903e-09	1.200000e+01	1.189510e-09
2.000002790716962e-03	3.709238e-09	2.191869e-09	1.200000e+01	1.517368e-09
2.000002790716972e-03	3.454409e-09	2.266514e-09	1.200000e+01	1.187895e-09
2.000002790716992e-03	3.097421e-09	2.365683e-09	1.200000e+01	7.317376e-10
2.000002790717032e-03	4.021527e-09	2.097986e-09	1.200000e+01	1.923541e-09
2.000002790717042e-03	4.015364e-09	2.097807e-09	1.200000e+01	1.917558e-09
2.000002790717062e-03	3.855678e-09	2.141592e-09	1.200000e+01	1.714086e-09
2.000002790717102e-03	4.173663e-09	2.055839e-09	1.200000e+01	2.117824e-09
2.000002790717112e-03	4.015208e-09	2.100890e-09	1.200000e+01	1.914318e-09
2.000002790717132e-03	3.984430e-09	2.109567e-09	1.200000e+01	1.874863e-09
2.000002790717172e-03	4.554292e-09	1.946912e-09	1.200000e+01	2.607380e-09
2.000002790717182e-03	4.267605e-09	2.028682e-09	1.200000e+01	2.238923e-09
2.000002790717202e-03	3.983180e-09	2.113011e-09	1.200000e+01	1.870169e-09
2.000002790717242e-03	5.115424e-09	1.794484e-09	1.200000e+01	3.320940e-09
2.000002790717321e-03	6.318991e-09	1.454463e-09	1.200000e+01	4.864528e-09
2.000002790717481e-03	6.330140e-09	1.452838e-09	1.200000e+01	4.877302e-09
2.000002790717801e-03	6.046043e-09	1.531860e-09	1.200000e+01	4.514184e-09
2.000002790718442e-03	6.099228e-09	1.516493e-09	1.200000e+01	4.582735e-09
2.000002790718602e-03	6.268983e-09	1.469731e-09	1.200000e+01	4.799252e-09
2.000002790718641e-03	5.402232e-09	1.711550e-09	1.200000e+01	3.690683e-09
2.000002790718651e-03	4.420801e-09	1.985516e-09	1.200000e+01	2.435285e-09
2.000002790718671e-03	3.425974e-09	2.262121e-09	1.200000e+01	1.163853e-09
2.000002790718681e-03	3.938772e-09	2.118270e-09	1.200000e+01	1.820502e-09
2.000002790718701e-03	4.452076e-09	1.974825e-09	1.200000e+01	2.477251e-09
2.000002915718701e-03	5.576648e-09	1.665648e-09	1.200000e+01	3.911000e-09
2.000003040718701e-03	6.207774e-09	1.490016e-09	1.200000e+01	4.717759e-09
2.000003202487523e-03	6.206155e-09	1.489225e-09	1.200000e+01	4.716930e-09
2.000003241575384e-03	6.205588e-09	1.488134e-09	1.200000e+01	4.717455e-09
2.000003261031418e-03	6.189081e-09	1.492433e-09	1.200000e+01	4.696648e-09
2.000003261032694e-03	6.185644e-09	1.493378e-09	1.200000e+01	4.692266e-09
2.000003261035246e-03	6.182674e-09	1.494135e-09	1.200000e+01	4.688539e-09
2.000003261040350e-03	6.194214e-09	1.490794e-09	1.200000e+01	4.703420e-09
2.000003261050559e-03	6.199226e-09	1.489269e-09	1.200000e+01	4.709958e-09
2.000003261053111e-03	6.188489e-09	1.492229e-09	1.200000e+01	4.696260e-09
2.000003261053749e-03	6.188615e-09	1.492189e-09	1.200000e+01	4.696426e-09
2.000003261055025e-03	6.192360e-09	1.491142e-09	1.200000e+01	4.701218e-09
2.000003261057577e-03	6.186545e-09	1.492725e-09	1.200000e+01	4.693819e-09
2.000003261062681e-03	6.187420e-09	1.492361e-09	1.200000e+01	4.695059e-09
2.000003261072889e-03	6.199871e-09	1.488750e-09	1.200000e+01	4.711121e-09
2.000003261075441e-03	6.196503e-09	1.489671e-09	1.200000e+01	4.706832e-09
2.000003261080545e-03	6.182685e-09	1.493425e-09	1.200000e+01	4.689260e-09
2.000003261081821e-03	6.196462e-09	1.489572e-09	1.200000e+01	4.706890e-09
2.000003261082140e-03	6.209776e-09	1.485877e-09	1.200000e+01	4.723899e-09
2.000003261082778e-03	6.170829e-09	1.496954e-09	1.200000e+01	4.673875e-09
2.000003261082938e-03	6.148246e-09	1.503240e-09	1.200000e+01	4.645006e-09
2.000003261083257e-03	6.148043e-09	1.503120e-09	1.200000e+01	4.644923e-09
2.000003261083895e-03	6.180380e-09	1.494008e-09	1.200000e+01	4.686372e-09
2.000003261085171e-03	6.179477e-09	1.494255e-09	1.200000e+01	4.685222e-09
2.000003261087723e-03	6.186282e-09	1.492225e-09	1.200000e+01	4.694057e-09
2.000003261088361e-03	6.194236e-09	1.489965e-09	1.200000e+01	4.704272e-09
2.000003261089637e-03	6.201760e-09	1.487786e-09	1.200000e+01	4.713975e-09
2.000003261092189e-03	6.191981e-09	1.490519e-09	1.200000e+01	4.701461e-09
2.000003261097293e-03	6.186681e-09	1.491990e-09	1.200000e+01	4.694691e-09
2.000003261098569e-03	6.183729e-09	1.492790e-09	1.200000e+01	4.690938e-09
2.000003261101121e-03	6.176670e-09	1.494632e-09	1.200000e+01	4.682038e-09
2.000003261101759e-03	6.181920e-09	1.493102e-09	1.200000e+01	4.688818e-09
2.000003261103035e-03	6.193462e-09	1.489810e-09	1.200000e+01	4.703651e-09
2.000003261105587e-03	6.191748e-09	1.490323e-09	1.200000e+01	4.701425e-09
2.000003261110691e-03	6.189730e-09	1.490882e-09	1.200000e+01	4.698848e-09
2.000003261120900e-03	6.196179e-09	1.488971e-09	1.200000e+01	4.707208e-09
2.000003261123452e-03	6.193815e-09	1.489609e-09	1.200000e+01	4.704206e-09
2.000003261128556e-03	6.177184e-09	1.494170e-09	1.200000e+01	4.683014e-09
2.000003261129832e-03	6.169222e-09	1.496335e-09	1.200000e+01	4.672887e-09
2.000003261132384e-03	6.164160e-09	1.497606e-09	1.200000e+01	4.666554e-09
2.000003261137488e-03	6.173896e-09	1.494697e-09	1.200000e+01	4.679198e-09
2.000003261138764e-03	6.208449e-09	1.484910e-09	1.200000e+01	4.723540e-09
2.000003261139083e-03	6.228492e-09	1.479319e-09	1.200000e+01	4.749173e-09
2.000003261139721e-03	6.235467e-09	1.477495e-09	1.200000e+01	4.757971e-09
2.000003261140997e-03	6.194491e-09	1.489002e-09	1.200000e+01	4.705489e-09
2.000003261143549e-03	6.177094e-09	1.493748e-09	1.200000e+01	4.683346e-09
2.000003261148653e-03	6.174951e-09	1.494219e-09	1.200000e+01	4.680732e-09
2.000003261149929e-03	5.889169e-09	1.575129e-09	1.200000e+01	4.314040e-09
2.000003261149969e-03	5.851327e-09	1.585705e-09	1.200000e+01	4.265622e-09
2.000003261150049e-03	5.825280e-09	1.592582e-09	1.200000e+01	4.232699e-09
2.000003261150208e-03	5.872876e-09	1.578554e-09	1.200000e+01	4.294322e-09
2.000003261150528e-03	5.913077e-09	1.567138e-09	1.200000e+01	4.345939e-09
2.000003261151166e-03	6.106263e-09	1.513035e-09	1.200000e+01	4.593228e-09
2.000003261152441e-03	6.195958e-09	1.487974e-09	1.200000e+01	4.707984e-09
2.000003261154994e-03	6.181573e-09	1.491848e-09	1.200000e+01	4.689725e-09
2.000003261160098e-03	6.185542e-09	1.490623e-09	1.200000e+01	4.694919e-09
2.000003261170306e-03	6.195487e-09	1.487808e-09	1.200000e+01	4.707679e-09
2.000003261190723e-03	6.202135e-09	1.486107e-09	1.200000e+01	4.716028e-09
2.000003261231557e-03	6.201202e-09	1.486750e-09	1.200000e+01	4.714452e-09
2.000003261416766e-03	6.202206e-09	1.487191e-09	1.200000e+01	4.715016e-09
2.000003261601974e-03	6.203008e-09	1.487538e-09	1.200000e+01	4.715469e-09
2.000003261787183e-03	6.203606e-09	1.487793e-09	1.200000e+01	4.715813e-09
2.000003261972392e-03	6.204001e-09	1.487955e-09	1.200000e+01	4.716045e-09
2.000003262157601e-03	6.204193e-09	1.488025e-09	1.200000e+01	4.716168e-09
2.000003262342810e-03	6.204182e-09	1.488002e-09	1.200000e+01	4.716180e-09
2.000003262528019e-03	6.203968e-09	1.487886e-09	1.200000e+01	4.716082e-09
2.000003262691352e-03	6.205484e-09	1.487498e-09	1.200000e+01	4.717986e-09
2.000003262696456e-03	6.206524e-09	1.487222e-09	1.200000e+01	4.719302e-09
2.000003262706665e-03	6.201628e-09	1.488642e-09	1.200000e+01	4.712986e-09
2.000003262709217e-03	6.196506e-09	1.490055e-09	1.200000e+01	4.706451e-09
2.000003262714321e-03	6.192550e-09	1.491075e-09	1.200000e+01	4.701475e-09
2.000003262724529e-03	6.200938e-09	1.488652e-09	1.200000e+01	4.712286e-09
2.000003262744946e-03	6.207576e-09	1.486827e-09	1.200000e+01	4.720750e-09
2.000003262750050e-03	6.208584e-09	1.486578e-09	1.200000e+01	4.722006e-09
2.000003262760259e-03	6.209332e-09	1.486455e-09	1.200000e+01	4.722876e-09
2.000003262780675e-03	6.206865e-09	1.487275e-09	1.200000e+01	4.719590e-09
2.000003262785779e-03	6.192910e-09	1.491181e-09	1.200000e+01	4.701729e-09
2.000003262787055e-03	6.183610e-09	1.493753e-09	1.200000e+01	4.689857e-09
2.000003262789608e-03	6.175214e-09	1.495934e-09	1.200000e+01	4.679280e-09
2.000003262790245e-03	6.177064e-09	1.495142e-09	1.200000e+01	4.681922e-09
2.000003262790405e-03	6.160277e-09	1.499735e-09	1.200000e+01	4.660542e-09
2.000003262790724e-03	6.134799e-09	1.506862e-09	1.200000e+01	4.627937e-09
2.000003262791362e-03	6.177069e-09	1.495264e-09	1.200000e+01	4.681805e-09
2.000003262792638e-03	6.220203e-09	1.483311e-09	1.200000e+01	4.736892e-09
2.000003262795190e-03	6.206151e-09	1.487230e-09	1.200000e+01	4.718921e-09
2.000003262795828e-03	6.164043e-09	1.499092e-09	1.200000e+01	4.664952e-09
2.000003262795988e-03	6.128448e-09	1.509045e-09	1.200000e+01	4.619403e-09
2.000003262796307e-03	6.110918e-09	1.513837e-09	1.200000e+01	4.597081e-09
2.000003262796945e-03	6.193101e-09	1.490768e-09	1.200000e+01	4.702334e-09
2.000003262798221e-03	6.212129e-09	1.485527e-09	1.200000e+01	4.726602e-09
2.000003262800773e-03	6.184566e-09	1.493222e-09	1.200000e+01	4.691344e-09
2.000003262805877e-03	6.184761e-09	1.493052e-09	1.200000e+01	4.691708e-09
2.000003262807153e-03	6.181527e-09	1.493904e-09	1.200000e+01	4.687623e-09
2.000003262809705e-03	6.180455e-09	1.494092e-09	1.200000e+01	4.686363e-09
2.000003262814809e-03	6.190209e-09	1.491261e-09	1.200000e+01	4.698948e-09
2.000003262825018e-03	6.200581e-09	1.488305e-09	1.200000e+01	4.712276e-09
2.000003262845434e-03	6.204821e-09	1.487179e-09	1.200000e+01	4.717642e-09
2.000003262850538e-03	6.190831e-09	1.491072e-09	1.200000e+01	4.699760e-09
2.000003262851814e-03	6.184029e-09	1.492936e-09	1.200000e+01	4.691093e-09
2.000003262854367e-03	6.180243e-09	1.493909e-09	1.200000e+01	4.686334e-09
2.000003262859470e-03	6.189516e-09	1.491231e-09	1.200000e+01	4.698286e-09
2.000003262869679e-03	6.196144e-09	1.489272e-09	1.200000e+01	4.706873e-09
2.000003262872231e-03	6.192737e-09	1.490190e-09	1.200000e+01	4.702547e-09
2.000003262877335e-03	6.188283e-09	1.491351e-09	1.200000e+01	4.696931e-09
2.000003262887544e-03	6.195340e-09	1.489252e-09	1.200000e+01	4.706088e-09
2.000003262890096e-03	6.191530e-09	1.490284e-09	1.200000e+01	4.701246e-09
2.000003262895200e-03	6.185056e-09	1.492001e-09	1.200000e+01	4.693055e-09
2.000003262905408e-03	6.194179e-09	1.489337e-09	1.200000e+01	4.704842e-09
2.000003262925825e-03	6.203147e-09	1.486880e-09	1.200000e+01	4.716267e-09
2.000003262930929e-03	6.190096e-09	1.490569e-09	1.200000e+01	4.699527e-09
2.000003262932205e-03	6.181437e-09	1.492968e-09	1.200000e+01	4.688469e-09
2.000003262934757e-03	6.171588e-09	1.495612e-09	1.200000e+01	4.675976e-09
2.000003262939861e-03	6.178802e-09	1.493437e-09	1.200000e+01	4.685365e-09
2.000003262950069e-03	6.193674e-09	1.489172e-09	1.200000e+01	4.704502e-09
2.000003262970486e-03	6.201710e-09	1.486962e-09	1.200000e+01	4.714749e-09
2.000003263011320e-03	6.191745e-09	1.489968e-09	1.200000e+01	4.701778e-09
2.000003263012596e-03	6.220350e-09	1.482015e-09	1.200000e+01	4.738336e-09
2.000003263012915e-03	6.234536e-09	1.478060e-09	1.200000e+01	4.756476e-09
2.000003263013553e-03	6.208264e-09	1.485213e-09	1.200000e+01	4.723051e-09
2.000003263013713e-03	6.157436e-09	1.499370e-09	1.200000e+01	4.658066e-09
2.000003263014032e-03	6.100630e-09	1.515281e-09	1.200000e+01	4.585349e-09
2.000003263014670e-03	6.187315e-09	1.491105e-09	1.200000e+01	4.696210e-09
2.000003263015946e-03	6.238796e-09	1.476718e-09	1.200000e+01	4.762077e-09
2.000003263018498e-03	6.212137e-09	1.484270e-09	1.200000e+01	4.727867e-09
2.000003263019136e-03	6.174244e-09	1.494768e-09	1.200000e+01	4.679476e-09
2.000003263019295e-03	6.355880e-09	1.444266e-09	1.200000e+01	4.911614e-09
2.000003263019335e-03	6.448630e-09	1.417906e-09	1.200000e+01	5.030724e-09
2.000003263019415e-03	5.213920e-09	1.761300e-09	1.200000e+01	3.452621e-09
2.000003263019425e-03	4.786078e-09	1.881615e-09	1.200000e+01	2.904463e-09
2.000003263019435e-03	4.908398e-09	1.847636e-09	1.200000e+01	3.060762e-09
2.000003263019445e-03	5.035545e-09	1.810958e-09	1.200000e+01	3.224587e-09
2.000003263019465e-03	4.803114e-09	1.875361e-09	1.200000e+01	2.927754e-09
2.000003263019505e-03	5.920632e-09	1.564331e-09	1.200000e+01	4.356301e-09
2.000003263019585e-03	6.884592e-09	1.295930e-09	1.200000e+01	5.588662e-09
2.000003263019745e-03	6.451656e-09	1.417908e-09	1.200000e+01	5.033748e-09
2.000003263020065e-03	6.149964e-09	1.502311e-09	1.200000e+01	4.647653e-09
2.000003263020144e-03	6.146653e-09	1.503149e-09	1.200000e+01	4.643504e-09
2.000003263020305e-03	6.127176e-09	1.508366e-09	1.200000e+01	4.618810e-09
2.000003263020625e-03	6.122157e-09	1.509205e-09	1.200000e+01	4.612952e-09
2.000003263021265e-03	6.186966e-09	1.491022e-09	1.200000e+01	4.695945e-09
2.000003263022544e-03	6.252073e-09	1.473102e-09	1.200000e+01	4.778971e-09
2.000003263022865e-03	6.275949e-09	1.466470e-09	1.200000e+01	4.809479e-09
2.000003263023505e-03	6.299052e-09	1.460096e-09	1.200000e+01	4.838955e-09
2.000003263024784e-03	6.246964e-09	1.474799e-09	1.200000e+01	4.772166e-09
2.000003263027344e-03	6.198688e-09	1.488402e-09	1.200000e+01	4.710286e-09
2.000003263032464e-03	6.194756e-09	1.489502e-09	1.200000e+01	4.705254e-09
2.000003263042705e-03	6.203498e-09	1.487046e-09	1.200000e+01	4.716452e-09
2.000003263063185e-03	6.204248e-09	1.486926e-09	1.200000e+01	4.717322e-09
2.000003263104145e-03	6.203508e-09	1.487293e-09	1.200000e+01	4.716215e-09
2.000003263677585e-03	6.203280e-09	1.487912e-09	1.200000e+01	4.715367e-09
2.000003263759505e-03	6.198994e-09	1.489117e-09	1.200000e+01	4.709877e-09
2.000003263762065e-03	6.188009e-09	1.492194e-09	1.200000e+01	4.695814e-09
2.000003263762705e-03	6.182159e-09	1.493776e-09	1.200000e+01	4.688383e-09
2.000003263763985e-03	6.176779e-09	1.495130e-09	1.200000e+01	4.681648e-09
2.000003263766545e-03	4.947066e-09	1.836188e-09	1.200000e+01	3.110878e-09
2.000003263766555e-03	4.325108e-09	2.011931e-09	1.200000e+01	2.313177e-09
2.000003263766565e-03	3.707949e-09	2.186344e-09	1.200000e+01	1.521605e-09
2.000004263766565e-03	6.067294e-09	1.527164e-09	1.200000e+01	4.540130e-09
2.000004388766565e-03	6.205334e-09	1.487696e-09	1.200000e+01	4.717638e-09
2.000005282007780e-03	6.201618e-09	1.484122e-09	1.200000e+01	4.717497e-09
2.000005282354121e-03	6.203310e-09	1.483671e-09	1.200000e+01	4.719639e-09
2.000005282364944e-03	6.207253e-09	1.482595e-09	1.200000e+01	4.724658e-09
2.000005282367650e-03	6.226399e-09	1.477268e-09	1.200000e+01	4.749131e-09
2.000005282368326e-03	6.237475e-09	1.474185e-09	1.200000e+01	4.763291e-09
2.000005282369679e-03	6.245064e-09	1.472130e-09	1.200000e+01	4.772935e-09
2.000005282372385e-03	6.234133e-09	1.475301e-09	1.200000e+01	4.758832e-09
2.000005282373062e-03	6.239645e-09	1.473757e-09	1.200000e+01	4.765889e-09
2.000005282374415e-03	6.245208e-09	1.472259e-09	1.200000e+01	4.772949e-09
2.000005282377120e-03	6.225808e-09	1.477888e-09	1.200000e+01	4.747921e-09
2.000005282382532e-03	6.207773e-09	1.483067e-09	1.200000e+01	4.724706e-09
2.000005282393355e-03	6.264761e-09	1.467116e-09	1.200000e+01	4.797645e-09
2.000005282393693e-03	6.276963e-09	1.463724e-09	1.200000e+01	4.813239e-09
2.000005282394370e-03	6.289943e-09	1.460181e-09	1.200000e+01	4.829761e-09
2.000005282395723e-03	6.265260e-09	1.467229e-09	1.200000e+01	4.798031e-09
2.000005282398428e-03	6.235312e-09	1.475784e-09	1.200000e+01	4.759528e-09
2.000005282403840e-03	6.210731e-09	1.482793e-09	1.200000e+01	4.727938e-09
2.000005282414663e-03	6.207817e-09	1.483633e-09	1.200000e+01	4.724184e-09
2.000005282436309e-03	6.207395e-09	1.483762e-09	1.200000e+01	4.723633e-09
2.000005282479602e-03	6.205097e-09	1.484348e-09	1.200000e+01	4.720749e-09
2.000005282566187e-03	6.203789e-09	1.484509e-09	1.200000e+01	4.719280e-09
2.000005282739357e-03	6.203159e-09	1.484333e-09	1.200000e+01	4.718826e-09
2.000005282869235e-03	6.203778e-09	1.484089e-09	1.200000e+01	4.719689e-09
2.000005283042405e-03	6.203205e-09	1.484197e-09	1.200000e+01	4.719007e-09
2.000005283172283e-03	6.203662e-09	1.484060e-09	1.200000e+01	4.719602e-09
2.000005283345453e-03	6.202976e-09	1.484177e-09	1.200000e+01	4.718799e-09
2.000005283778379e-03	6.202179e-09	1.484124e-09	1.200000e+01	4.718054e-09
2.000005284081427e-03	6.203306e-09	1.483913e-09	1.200000e+01	4.719393e-09
2.000005284254597e-03	6.202841e-09	1.484080e-09	1.200000e+01	4.718761e-09
2.000005284600937e-03	6.202361e-09	1.484149e-09	1.200000e+01	4.718212e-09
2.000005285293618e-03	6.202325e-09	1.484093e-09	1.200000e+01	4.718232e-09
2.000005285596666e-03	6.202927e-09	1.483999e-09	1.200000e+01	4.718928e-09
2.000005285769836e-03	6.202736e-09	1.484092e-09	1.200000e+01	4.718644e-09
2.000005285813129e-03	6.203992e-09	1.483771e-09	1.200000e+01	4.720220e-09
2.000005285823952e-03	6.204656e-09	1.483611e-09	1.200000e+01	4.721045e-09
2.000005285845598e-03	6.205128e-09	1.483544e-09	1.200000e+01	4.721585e-09
2.000005285888891e-03	6.204341e-09	1.483831e-09	1.200000e+01	4.720510e-09
2.000005285975476e-03	6.210428e-09	1.482197e-09	1.200000e+01	4.728231e-09
2.000005285978182e-03	6.213052e-09	1.481494e-09	1.200000e+01	4.731558e-09
2.000005285983593e-03	6.216852e-09	1.480538e-09	1.200000e+01	4.736314e-09
2.000005285994416e-03	6.212780e-09	1.481812e-09	1.200000e+01	4.730968e-09
2.000005286016062e-03	6.207584e-09	1.483419e-09	1.200000e+01	4.724166e-09
2.000005286032297e-03	6.208301e-09	1.483278e-09	1.200000e+01	4.725023e-09
2.000005286053943e-03	6.207387e-09	1.483607e-09	1.200000e+01	4.723781e-09
2.000005286070178e-03	6.209938e-09	1.482973e-09	1.200000e+01	4.726965e-09
2.000005286091824e-03	6.239965e-09	1.474653e-09	1.200000e+01	4.765313e-09
2.000005286092500e-03	6.244555e-09	1.473406e-09	1.200000e+01	4.771148e-09
2.000005286093853e-03	6.251383e-09	1.471752e-09	1.200000e+01	4.779631e-09
2.000005286094192e-03	6.385438e-09	1.434298e-09	1.200000e+01	4.951140e-09
2.000005286094276e-03	6.435005e-09	1.420477e-09	1.200000e+01	5.014528e-09
2.000005286094445e-03	6.386851e-09	1.434152e-09	1.200000e+01	4.952699e-09
2.000005286094784e-03	6.210381e-09	1.483679e-09	1.200000e+01	4.726702e-09
2.000005286095460e-03	6.210612e-09	1.483354e-09	1.200000e+01	4.727257e-09
2.000005286096813e-03	6.294639e-09	1.459702e-09	1.200000e+01	4.834936e-09
2.000005286097152e-03	6.299288e-09	1.458472e-09	1.200000e+01	4.840816e-09
2.000005286097828e-03	6.287120e-09	1.461994e-09	1.200000e+01	4.825126e-09
2.000005286099181e-03	6.254238e-09	1.471262e-09	1.200000e+01	4.782976e-09
2.000005286101887e-03	6.235739e-09	1.476608e-09	1.200000e+01	4.759131e-09
2.000005286102564e-03	6.241290e-09	1.475067e-09	1.200000e+01	4.766223e-09
2.000005286103917e-03	6.261602e-09	1.469544e-09	1.200000e+01	4.792057e-09
2.000005286104255e-03	6.312023e-09	1.456103e-09	1.200000e+01	4.855920e-09
2.000005286104339e-03	6.340210e-09	1.448521e-09	1.200000e+01	4.891689e-09
2.000005286104509e-03	6.340127e-09	1.448555e-09	1.200000e+01	4.891572e-09
2.000005286104847e-03	6.259167e-09	1.470493e-09	1.200000e+01	4.788674e-09
2.000005286105523e-03	4.320345e-09	2.012100e-09	1.200000e+01	2.308245e-09
2.000005286105533e-03	3.374597e-09	2.276887e-09	1.200000e+01	1.097710e-09
2.000005286105553e-03	2.070181e-09	2.642414e-09	1.200000e+01	-5.722331e-10
2.000005286105593e-03	3.748434e-09	2.174622e-09	1.200000e+01	1.573811e-09
2.000005286105603e-03	3.371781e-09	2.281257e-09	1.200000e+01	1.090524e-09
2.000005286105623e-03	2.840335e-09	2.430794e-09	1.200000e+01	4.095414e-10
2.000005286105663e-03	4.632138e-09	1.926107e-09	1.200000e+01	2.706030e-09
2.000005286105743e-03	5.786056e-09	1.599528e-09	1.200000e+01	4.186528e-09
2.000005286105763e-03	5.378992e-09	1.713706e-09	1.200000e+01	3.665287e-09
2.000005286105803e-03	4.985456e-09	1.825268e-09	1.200000e+01	3.160187e-09
2.000005286105882e-03	5.723285e-09	1.619781e-09	1.200000e+01	4.103504e-09
2.000005286106043e-03	6.094718e-09	1.515832e-09	1.200000e+01	4.578886e-09
2.000005286106363e-03	6.055589e-09	1.526261e-09	1.200000e+01	4.529328e-09
2.000005286107003e-03	6.104552e-09	1.512677e-09	1.200000e+01	4.591875e-09
2.000005286107163e-03	4.247375e-09	2.031056e-09	1.200000e+01	2.216319e-09
2.000005286107173e-03	3.520137e-09	2.235204e-09	1.200000e+01	1.284933e-09
2.000005286107193e-03	2.827728e-09	2.430353e-09	1.200000e+01	3.973744e-10
2.000005286107233e-03	3.891846e-09	2.134597e-09	1.200000e+01	1.757249e-09
2.000005286107243e-03	3.102584e-09	2.356083e-09	1.200000e+01	7.465019e-10
2.000005286107262e-03	2.182386e-09	2.611369e-09	1.200000e+01	-4.289826e-10
2.000005286107302e-03	4.427340e-09	1.979231e-09	1.200000e+01	2.448109e-09
2.000005286107382e-03	6.282664e-09	1.461715e-09	1.200000e+01	4.820949e-09
2.000005411107382e-03	6.231086e-09	1.478342e-09	1.200000e+01	4.752744e-09
2.000005536107382e-03	6.203547e-09	1.485753e-09	1.200000e+01	4.717794e-09
2.000025531188469e-03	6.165240e-09	1.447946e-09	1.200000e+01	4.717294e-09
2.000025555782293e-03	2.077192e-08	9.016610e-10	1.200010e+01	1.987025e-08
2.000025563553736e-03	5.827092e-08	-3.336353e-10	1.200033e+01	5.860456e-08
2.000025570112078e-03	1.312852e-07	-2.537632e-09	1.200069e+01	1.338228e-07
2.000025573882634e-03	1.879521e-07	-4.128651e-09	1.200091e+01	1.920808e-07
2.000025578120611e-03	2.574767e-07	-6.015625e-09	1.200112e+01	2.634923e-07
2.000025586596566e-03	3.934345e-07	-9.645504e-09	1.200146e+01	4.030800e-07
2.000025599065972e-03	5.717337e-07	-1.434711e-08	1.200186e+01	5.860808e-07
2.000025614649128e-03	7.477973e-07	-1.895444e-08	1.200221e+01	7.667517e-07
2.000025635694153e-03	9.146380e-07	-2.330972e-08	1.200253e+01	9.379477e-07
2.000025659059185e-03	1.032680e-06	-2.639922e-08	1.200276e+01	1.059079e-06
2.000025689604920e-03	1.126929e-06	-2.888157e-08	1.200296e+01	1.155810e-06
2.000025720387647e-03	1.188759e-06	-3.052264e-08	1.200311e+01	1.219281e-06
2.000025763576904e-03	1.253097e-06	-3.224011e-08	1.200329e+01	1.285337e-06
2.000025792273610e-03	1.290025e-06	-3.322680e-08	1.200339e+01	1.323252e-06
2.000025817342096e-03	1.319054e-06	-3.400044e-08	1.200348e+01	1.353055e-06
2.000025847398315e-03	1.349844e-06	-3.481739e-08	1.200357e+01	1.384661e-06
2.000025882386109e-03	1.379190e-06	-3.559126e-08	1.200366e+01	1.414782e-06
2.000025923191327e-03	1.404760e-06	-3.626099e-08	1.200374e+01	1.441021e-06
2.000025968952457e-03	1.424795e-06	-3.678156e-08	1.200381e+01	1.461576e-06
2.000026026643761e-03	1.441584e-06	-3.721232e-08	1.200389e+01	1.478797e-06
2.000026142026367e-03	1.462727e-06	-3.774142e-08	1.200401e+01	1.500468e-06
2.000026356290868e-03	1.486822e-06	-3.831519e-08	1.200420e+01	1.525137e-06
2.000026435600257e-03	1.490024e-06	-3.837238e-08	1.200426e+01	1.528396e-06
2.000026498402293e-03	1.488561e-06	-3.831042e-08	1.200429e+01	1.526871e-06
2.000026630250650e-03	1.483220e-06	-3.812113e-08	1.200436e+01	1.521342e-06
2.000026644637008e-03	1.482631e-06	-3.810032e-08	1.200437e+01	1.520731e-06
2.000026729342830e-03	1.479178e-06	-3.797830e-08	1.200441e+01	1.517156e-06
2.000026814048652e-03	1.475690e-06	-3.785541e-08	1.200446e+01	1.513545e-06
2.000026898754474e-03	1.472167e-06	-3.773165e-08	1.200450e+01	1.509899e-06
2.000026983460296e-03	1.468610e-06	-3.760704e-08	1.200455e+01	1.506217e-06
2.000027068166118e-03	1.465017e-06	-3.748156e-08	1.200459e+01	1.502499e-06
2.000027152871941e-03	1.461390e-06	-3.735521e-08	1.200463e+01	1.498746e-06
2.000027237577763e-03	1.457728e-06	-3.722801e-08	1.200467e+01	1.494956e-06
2.000027396068934e-03	1.450770e-06	-3.698733e-08	1.200476e+01	1.487757e-06
2.000027529811885e-03	1.444774e-06	-3.678133e-08	1.200482e+01	1.481556e-06
2.000027572562975e-03	1.442827e-06	-3.671461e-08	1.200484e+01	1.479542e-06
2.000027615314066e-03	1.440859e-06	-3.664737e-08	1.200486e+01	1.477507e-06
2.000027658065157e-03	1.438871e-06	-3.657962e-08	1.200488e+01	1.475450e-06
2.000027700816248e-03	1.436861e-06	-3.651134e-08	1.200490e+01	1.473372e-06
2.000027743567338e-03	1.434830e-06	-3.644254e-08	1.200493e+01	1.471273e-06
2.000027786318429e-03	1.432779e-06	-3.637323e-08	1.200495e+01	1.469152e-06
2.000027829069520e-03	1.430706e-06	-3.630339e-08	1.200497e+01	1.467009e-06
2.000028067125516e-03	1.418912e-06	-3.590787e-08	1.200508e+01	1.454820e-06
2.000028170849839e-03	1.413604e-06	-3.573098e-08	1.200513e+01	1.449334e-06
2.000028234894422e-03	1.410209e-06	-3.562502e-08	1.200516e+01	1.445834e-06
2.000028271830273e-03	-1.493238e-04	-1.507714e-04	1.200518e+01	1.447637e-06
2.000028283537441e-03	-4.540747e-04	-4.555299e-04	1.200518e+01	1.455208e-06
